participant_id,start_date,end_date,batch,duration,qualtrics_duration,group_id,partner_choice,public_private,unique_group_id,participant_role,dg_total,dg_a_gen_transfer,dg_a1_transfer,dg_a2_transfer,dg_payoff,tg_partner_choice,tg_total,tg_c_transfer,tg_c_transfer_x3,tg_c_keep,tg_a_return,tg_payoff,dgtg_payoff,complete,total_bonus,age,gender,gender_7_text,race_ethnicity,dg_a_transfer,dg_a_moral,dg_a1_moral,dg_a2_moral,dg_a_chosen_moral,tg_c_moral,tg_a_moral,believe_real,observability,dg_a_chosen_transfer,dg_a_gen_transfer_ratio,dg_a_transfer_ratio,dg_a1_transfer_ratio,dg_a2_transfer_ratio,dg_a_chosen_transfer_ratio,tg_c_transfer_ratio,tg_a_return_ratio
1,2023-08-09T20:51:00Z,2023-08-09T20:57:00Z,1,6,363,11,yes,private,20230809_11_yes_private,B,0.5,NA,0.5,0,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,28,Woman,NA,Hispanic/Latino/a/e,NA,NA,99,14,NA,NA,NA,Yes,0,NA,NA,NA,1,0,NA,NA,NA
2,2023-08-09T20:51:00Z,2023-08-09T20:59:00Z,1,8,469,12,no,public,20230809_12_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,27,Woman,NA,White,0.25,87,NA,NA,87,94,99,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
3,2023-08-09T20:51:00Z,2023-08-09T21:00:00Z,1,9,491,12,yes,public,20230809_12_yes_public,A2,0.5,0.25,NA,0.25,0.25,A2,0.5,0,0,0.5,NA,0,0.25,TRUE,0.85,32,Nonbinary person,NA,"Black or African American,White",NA,NA,NA,87,87,50,50,Yes,1,0.25,0.5,NA,NA,0.5,0.5,0,NA
4,2023-08-09T20:51:00Z,2023-08-09T20:58:00Z,1,7,393,12,yes,public,20230809_12_yes_public,B,0.5,NA,0.25,0.25,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,37,Man,NA,Black or African American,NA,NA,100,100,NA,NA,NA,Yes,1,NA,NA,NA,0.5,0.5,NA,NA,NA
5,2023-08-09T20:51:00Z,2023-08-09T21:01:00Z,1,10,577,12,yes,public,20230809_12_yes_public,C,0.5,NA,0.25,0.25,0,A2,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,28,Man,NA,"Asian or Asian American,Hispanic/Latino/a/e",NA,NA,50,50,50,50,50,Yes,1,0.25,NA,NA,0.5,0.5,0.5,0,NA
6,2023-08-09T20:51:00Z,2023-08-09T20:58:00Z,1,7,394,13,no,private,20230809_13_no_private,C,0.5,0,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,33,Man,NA,White,0,25,NA,NA,25,37,42,Yes,0,0,0,0,NA,NA,0,0,NA
7,2023-08-09T20:51:00Z,2023-08-09T20:59:00Z,1,8,476,13,yes,public,20230809_13_yes_public,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,47,Woman,NA,White,NA,NA,53,NA,NA,NA,NA,No,1,NA,0,NA,0,NA,NA,NA,NA
8,2023-08-09T20:51:00Z,2023-08-09T20:59:00Z,1,8,489,13,yes,public,20230809_13_yes_public,A2,0.5,0.3,NA,0.3,0.2,A2,0.5,0,0,0.5,NA,0,0.2,TRUE,0.8,36,Man,NA,White,NA,NA,NA,70,70,5,50,Yes,1,0.3,0.6,NA,NA,0.6,0.6,0,NA
9,2023-08-09T20:51:00Z,2023-08-09T20:59:00Z,1,8,425,13,yes,public,20230809_13_yes_public,B,0.5,NA,0,0.3,0.3,NA,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,27,Man,NA,White,NA,NA,0,100,NA,NA,NA,No,1,NA,NA,NA,0,0.6,NA,NA,NA
10,2023-08-09T20:51:00Z,2023-08-09T20:59:00Z,1,8,494,14,no,private,20230809_14_no_private,A,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,71,Woman,NA,White,0.5,100,NA,NA,100,100,100,Yes,0,0.5,1,1,NA,NA,1,1,1.5
11,2023-08-09T20:51:00Z,2023-08-09T21:05:00Z,1,14,792,14,yes,private,20230809_14_yes_private,A1,0.5,0.2,0.2,NA,0.3,A1,0.5,0.5,1.5,0,0.75,0.75,1.05,TRUE,1.65,34,Man,NA,"Black or African American,White",NA,NA,52,NA,52,95,88,No,0,0.2,0.4,NA,0.4,NA,0.4,1,1.5
12,2023-08-09T20:51:00Z,2023-08-09T21:06:00Z,1,15,888,14,yes,private,20230809_14_yes_private,A2,0.5,0.2,NA,0.2,0.3,A1,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,47,Man,NA,White,NA,NA,NA,86,NA,NA,NA,No,0,NA,0.4,NA,NA,0.4,NA,NA,NA
13,2023-08-09T20:51:00Z,2023-08-09T21:04:00Z,1,13,728,14,yes,private,20230809_14_yes_private,B,0.5,NA,0.2,0.2,0.4,NA,0.5,NA,NA,NA,NA,NA,0.4,TRUE,1,29,Man,NA,White,NA,NA,50,50,NA,NA,NA,No,0,NA,NA,NA,0.4,0.4,NA,NA,NA
14,2023-08-09T20:51:00Z,2023-08-09T21:00:00Z,1,9,537,16,no,private,20230809_16_no_private,A,0.5,0,NA,NA,0.5,NA,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,29,Woman,NA,White,0,87,NA,NA,87,87,93,No,0,0,0,0,NA,NA,0,0,NA
15,2023-08-09T20:51:00Z,2023-08-09T21:02:00Z,1,11,666,17,yes,private,20230809_17_yes_private,C,0.5,NA,0,0.5,0,A2,0.5,0.2,0.6,NA,0.01,0.31,0.31,TRUE,0.91,45,Man,NA,White,NA,NA,28,80,80,55,0,No,0,0.5,NA,NA,0,1,1,0.4,0.05
16,2023-08-09T20:51:00Z,2023-08-09T21:01:00Z,1,10,582,18,no,public,20230809_18_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,24,Man,NA,White,0.25,100,NA,NA,100,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
17,2023-08-09T20:51:00Z,2023-08-09T20:57:00Z,1,6,335,22,no,public,20230809_22_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,30,Woman,NA,White,0.25,77,NA,NA,77,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
18,2023-08-09T20:51:00Z,2023-08-09T21:00:00Z,1,9,510,24,yes,public,20230809_24_yes_public,B,0.5,NA,0.25,0.5,0.75,NA,0.5,NA,NA,NA,NA,NA,0.75,TRUE,1.35,51,Woman,NA,White,NA,NA,74,100,NA,NA,NA,Yes,1,NA,NA,NA,0.5,1,NA,NA,NA
19,2023-08-09T20:51:00Z,2023-08-09T21:01:00Z,1,10,582,25,yes,private,20230809_25_yes_private,A2,0.5,0,NA,0,0.5,A1,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,33,Woman,NA,Hispanic/Latino/a/e,NA,NA,NA,75,NA,NA,NA,Yes,0,NA,0,NA,NA,0,NA,NA,NA
20,2023-08-09T20:51:00Z,2023-08-09T21:04:00Z,1,13,768,26,yes,public,20230809_26_yes_public,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.5,1.5,0,0,1.5,1.5,TRUE,2.1,33,Woman,NA,White,NA,NA,89,NA,89,85,0,Yes,1,0.5,1,NA,1,NA,1,1,0
21,2023-08-09T20:51:00Z,2023-08-09T21:06:00Z,1,15,890,28,yes,public,20230809_28_yes_public,B,0.5,NA,0.3,0,0.3,NA,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,38,Woman,NA,White,NA,NA,74,0,NA,NA,NA,Yes,1,NA,NA,NA,0.6,0,NA,NA,NA
22,2023-08-09T20:51:00Z,2023-08-09T21:09:00Z,1,18,1052,32,yes,private,20230809_32_yes_private,A2,0.5,0,NA,0,0.5,A2,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,68,Man,NA,White,NA,NA,NA,78,78,80,100,No,0,0,0,NA,NA,0,0,0,NA
23,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,405,12,no,public,20230809_12_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,33,Woman,NA,Asian or Asian American,0.25,74,NA,NA,74,100,75,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
24,2023-08-09T20:52:00Z,2023-08-09T20:56:00Z,1,4,244,12,no,public,20230809_12_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,41,Man,NA,White,0.25,78,NA,NA,78,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
25,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,383,12,yes,public,20230809_12_yes_public,A1,0.5,0.25,0.25,NA,0.25,A2,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,23,Man,NA,White,NA,NA,69,NA,NA,NA,NA,Yes,1,NA,0.5,NA,0.5,NA,NA,NA,NA
26,2023-08-09T20:52:00Z,2023-08-09T20:57:00Z,1,5,329,13,no,private,20230809_13_no_private,A,0.5,0,NA,NA,0.5,NA,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,36,Man,NA,White,0,49,NA,NA,49,50,51,Yes,0,0,0,0,NA,NA,0,0,NA
27,2023-08-09T20:52:00Z,2023-08-09T20:56:00Z,1,4,256,13,no,private,20230809_13_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,23,Man,NA,White,0,34,NA,NA,34,NA,NA,Yes,0,0,0,0,NA,NA,0,NA,NA
28,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,458,13,yes,public,20230809_13_yes_public,C,0.5,NA,0,0.3,0,A2,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,45,Woman,NA,White,NA,NA,14,93,93,64,84,Yes,1,0.3,NA,NA,0,0.6,0.6,0,NA
29,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,379,14,no,private,20230809_14_no_private,B,0.5,0.5,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,21,Woman,NA,Black or African American,0.5,100,NA,NA,100,NA,NA,Yes,0,0.5,1,1,NA,NA,1,NA,NA
30,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,482,14,no,private,20230809_14_no_private,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,46,Man,NA,"Asian or Asian American,White",0.5,85,NA,NA,85,85,85,Yes,0,0.5,1,1,NA,NA,1,1,1.5
31,2023-08-09T20:52:00Z,2023-08-09T21:06:00Z,1,14,823,14,yes,private,20230809_14_yes_private,C,0.5,NA,0.2,0.2,0,A1,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,38,Woman,NA,White,NA,NA,61,60,61,91,100,Yes,0,0.2,NA,NA,0.4,0.4,0.4,1,1.5
32,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,356,15,no,public,20230809_15_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,20,Man,NA,Asian or Asian American,0.25,100,NA,NA,100,100,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
33,2023-08-09T20:52:00Z,2023-08-09T20:55:00Z,1,3,223,15,no,public,20230809_15_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,45,Woman,NA,White,0.25,100,NA,NA,100,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
34,2023-08-09T20:52:00Z,2023-08-09T20:57:00Z,1,5,343,15,no,public,20230809_15_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,62,Man,NA,White,0.25,50,NA,NA,50,50,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
35,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,345,15,yes,public,20230809_15_yes_public,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,41,Man,NA,White,NA,NA,50,NA,NA,NA,NA,No,1,NA,0,NA,0,NA,NA,NA,NA
36,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,382,15,yes,public,20230809_15_yes_public,A2,0.5,0.5,NA,0.5,0,A2,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,29,Man,NA,Asian or Asian American,NA,NA,NA,85,85,85,79,Yes,1,0.5,1,NA,NA,1,1,1,1.5
37,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,392,15,yes,public,20230809_15_yes_public,C,0.5,NA,0,0.5,0,A2,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,25,Woman,NA,White,NA,NA,42,91,91,50,64,Yes,1,0.5,NA,NA,0,1,1,1,1.5
38,2023-08-09T20:52:00Z,2023-08-09T21:13:00Z,1,21,1269,16,no,private,20230809_16_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,49,Man,NA,Black or African American,0,78,NA,NA,78,NA,NA,Yes,0,0,0,0,NA,NA,0,NA,NA
39,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,505,16,no,private,20230809_16_no_private,C,0.5,0,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,32,Woman,NA,Black or African American,0,50,NA,NA,50,53,50,Yes,0,0,0,0,NA,NA,0,0,NA
40,2023-08-09T20:52:00Z,2023-08-09T21:01:00Z,1,9,536,16,yes,private,20230809_16_yes_private,A1,0.5,0.17,0.17,NA,0.33,A1,0.5,0.25,0.75,0.25,0.3,0.45,0.78,TRUE,1.38,37,Man,NA,White,NA,NA,50,NA,50,58,50,Yes,0,0.17,0.34,NA,0.34,NA,0.34,0.5,1.2
41,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,429,16,yes,private,20230809_16_yes_private,A2,0.5,0.1,NA,0.1,0.4,A1,0.5,NA,NA,NA,NA,NA,0.4,TRUE,1,29,Woman,NA,White,NA,NA,NA,74,NA,NA,NA,No,0,NA,0.2,NA,NA,0.2,NA,NA,NA
42,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,404,16,yes,private,20230809_16_yes_private,B,0.5,NA,0.17,0.1,0.27,NA,0.5,NA,NA,NA,NA,NA,0.27,TRUE,0.87,22,Woman,NA,White,NA,NA,50,48,NA,NA,NA,Yes,0,NA,NA,NA,0.34,0.2,NA,NA,NA
43,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,468,16,yes,private,20230809_16_yes_private,C,0.5,NA,0.17,0.1,0,A1,0.5,0.25,0.75,NA,0.3,0.55,0.55,TRUE,1.15,29,Man,NA,Asian or Asian American,NA,NA,30,9,30,50,63,Yes,0,0.17,NA,NA,0.34,0.2,0.34,0.5,1.2
44,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,369,17,no,public,20230809_17_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,31,Woman,NA,White,0.25,54,NA,NA,54,35,57,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
45,2023-08-09T20:52:00Z,2023-08-09T21:04:00Z,1,12,763,17,no,public,20230809_17_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,19,Man,NA,White,0.25,64,NA,NA,64,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
46,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,510,17,no,public,20230809_17_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,30,Man,NA,White,0.25,85,NA,NA,85,81,82,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
47,2023-08-09T20:52:00Z,2023-08-09T21:02:00Z,1,10,565,17,yes,private,20230809_17_yes_private,A2,0.5,0.5,NA,0.5,0,A2,0.5,0.2,0.6,0.3,0.01,0.59,0.59,TRUE,1.19,46,Man,NA,White,NA,NA,NA,23,23,50,21,No,0,0.5,1,NA,NA,1,1,0.4,0.05
48,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,348,17,yes,private,20230809_17_yes_private,B,0.5,NA,0,0.5,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,31,Man,NA,White,NA,NA,50,50,NA,NA,NA,Yes,0,NA,NA,NA,0,1,NA,NA,NA
49,2023-08-09T20:52:00Z,2023-08-09T20:57:00Z,1,5,299,18,no,public,20230809_18_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,25,Man,NA,Asian or Asian American,0.25,50,NA,NA,50,50,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
50,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,385,18,no,public,20230809_18_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,32,Man,NA,White,0.25,63,NA,NA,63,64,67,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
51,2023-08-09T20:52:00Z,2023-08-09T21:10:00Z,1,18,1076,18,yes,public,20230809_18_yes_public,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,62,Woman,NA,White,NA,NA,51,NA,51,52,53,No,1,0.5,1,NA,1,NA,1,1,1.5
52,2023-08-09T20:52:00Z,2023-08-09T21:03:00Z,1,11,623,18,yes,public,20230809_18_yes_public,A2,0.5,0.25,NA,0.25,0.25,A1,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,No,1,NA,0.5,NA,NA,0.5,NA,NA,NA
53,2023-08-09T20:52:00Z,2023-08-09T21:02:00Z,1,10,610,18,yes,public,20230809_18_yes_public,B,0.5,NA,0.5,0.25,0.75,NA,0.5,NA,NA,NA,NA,NA,0.75,TRUE,1.35,49,Man,NA,White,NA,NA,50,52,NA,NA,NA,Yes,1,NA,NA,NA,1,0.5,NA,NA,NA
54,2023-08-09T20:52:00Z,2023-08-09T21:04:00Z,1,12,728,18,yes,public,20230809_18_yes_public,C,0.5,NA,0.5,0.25,0,A1,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,42,Woman,NA,Hispanic/Latino/a/e,NA,NA,100,49,100,100,100,Yes,1,0.5,NA,NA,1,0.5,1,1,1.5
55,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,375,19,no,private,20230809_19_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,36,Nonbinary person,NA,Asian or Asian American,0,17,NA,NA,17,NA,NA,No,0,0,0,0,NA,NA,0,NA,NA
56,2023-08-09T20:52:00Z,2023-08-09T21:05:00Z,1,13,761,19,no,private,20230809_19_no_private,C,0.5,0,NA,NA,0,NA,0.5,0.5,1.5,NA,0,0,0,TRUE,0.6,46,Man,NA,White,0,50,NA,NA,50,50,50,No,0,0,0,0,NA,NA,0,1,0
57,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,435,19,yes,private,20230809_19_yes_private,A1,0.5,0.1,0.1,NA,0.4,A2,0.5,NA,NA,NA,NA,NA,0.4,TRUE,1,28,Man,NA,White,NA,NA,28,NA,NA,NA,NA,Yes,0,NA,0.2,NA,0.2,NA,NA,NA,NA
58,2023-08-09T20:52:00Z,2023-08-09T21:03:00Z,1,11,688,19,yes,private,20230809_19_yes_private,A2,0.5,0.25,NA,0.25,0.25,A2,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,70,Man,NA,White,NA,NA,NA,78,78,100,100,No,0,0.25,0.5,NA,NA,0.5,0.5,1,1.5
59,2023-08-09T20:52:00Z,2023-08-09T21:01:00Z,1,9,555,19,yes,private,20230809_19_yes_private,B,0.5,NA,0.1,0.25,0.35,NA,0.5,NA,NA,NA,NA,NA,0.35,TRUE,0.95,21,Man,NA,"White,Hispanic/Latino/a/e",NA,NA,33,92,NA,NA,NA,No,0,NA,NA,NA,0.2,0.5,NA,NA,NA
60,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,481,19,yes,private,20230809_19_yes_private,C,0.5,NA,0.1,0.25,0,A2,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,40,Man,NA,White,NA,NA,43,100,100,50,100,Yes,0,0.25,NA,NA,0.2,0.5,0.5,1,1.5
61,2023-08-09T20:52:00Z,2023-08-09T21:02:00Z,1,10,616,20,no,private,20230809_20_no_private,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,46,Man,NA,White,0.25,84,NA,NA,84,99,95,Yes,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
62,2023-08-09T20:52:00Z,2023-08-09T20:57:00Z,1,5,307,20,no,private,20230809_20_no_private,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,23,Woman,NA,Hispanic/Latino/a/e,0.25,78,NA,NA,78,NA,NA,Yes,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
63,2023-08-09T20:52:00Z,2023-08-09T21:01:00Z,1,9,581,20,no,private,20230809_20_no_private,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,55,Man,NA,White,0.25,100,NA,NA,100,90,98,Yes,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
64,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,504,20,yes,public,20230809_20_yes_public,B,0.5,NA,0.25,0.11,0.36,NA,0.5,NA,NA,NA,NA,NA,0.36,TRUE,0.96,48,Man,NA,"Asian or Asian American,White",NA,NA,62,55,NA,NA,NA,No,1,NA,NA,NA,0.5,0.22,NA,NA,NA
65,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,483,21,no,private,20230809_21_no_private,A,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,45,Woman,NA,"White,Hispanic/Latino/a/e",0.5,100,NA,NA,100,100,100,No,0,0.5,1,1,NA,NA,1,1,1.5
66,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,475,21,no,private,20230809_21_no_private,B,0.5,0.5,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,33,Woman,NA,Hispanic/Latino/a/e,0.5,100,NA,NA,100,NA,NA,Yes,0,0.5,1,1,NA,NA,1,NA,NA
67,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,452,21,no,private,20230809_21_no_private,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,30,Woman,NA,White,0.5,100,NA,NA,100,89,100,No,0,0.5,1,1,NA,NA,1,1,1.5
68,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,501,21,yes,private,20230809_21_yes_private,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,30,Man,NA,White,NA,NA,91,NA,NA,NA,NA,Yes,0,NA,0,NA,0,NA,NA,NA,NA
69,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,447,21,yes,private,20230809_21_yes_private,B,0.5,NA,0,0.5,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,34,Man,NA,White,NA,NA,20,100,NA,NA,NA,Yes,0,NA,NA,NA,0,1,NA,NA,NA
70,2023-08-09T20:52:00Z,2023-08-09T21:05:00Z,1,13,770,21,yes,private,20230809_21_yes_private,C,0.5,NA,0,0.5,0,A2,0.5,0.5,1.5,NA,1,1,1,TRUE,1.6,20,Nonbinary person,NA,Hispanic/Latino/a/e,NA,NA,39,63,63,72,87,No,0,0.5,NA,NA,0,1,1,1,2
71,2023-08-09T20:52:00Z,2023-08-09T21:00:00Z,1,8,458,22,no,public,20230809_22_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0,0,0.5,NA,0,0.25,TRUE,0.85,59,Woman,NA,White,0.25,96,NA,NA,96,1,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0,NA
72,2023-08-09T20:52:00Z,2023-08-09T20:58:00Z,1,6,346,22,no,public,20230809_22_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,32,Woman,NA,White,0.25,100,NA,NA,100,0,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0,NA
73,2023-08-09T20:52:00Z,2023-08-09T21:04:00Z,1,12,746,22,yes,public,20230809_22_yes_public,A1,0.5,0.25,0.25,NA,0.25,A2,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,50,Man,NA,White,NA,NA,100,NA,NA,NA,NA,Yes,1,NA,0.5,NA,0.5,NA,NA,NA,NA
74,2023-08-09T20:52:00Z,2023-08-09T21:01:00Z,1,9,571,22,yes,public,20230809_22_yes_public,B,0.5,NA,0.25,0.05,0.3,NA,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,59,Woman,NA,White,NA,NA,67,29,NA,NA,NA,No,1,NA,NA,NA,0.5,0.1,NA,NA,NA
75,2023-08-09T20:52:00Z,2023-08-09T21:02:00Z,1,10,611,23,yes,private,20230809_23_yes_private,A2,0.5,0.05,NA,0.05,0.45,A1,0.5,NA,NA,NA,NA,NA,0.45,TRUE,1.05,41,Woman,NA,White,NA,NA,NA,79,NA,NA,NA,Yes,0,NA,0.1,NA,NA,0.1,NA,NA,NA
76,2023-08-09T20:52:00Z,2023-08-09T21:02:00Z,1,10,560,24,no,public,20230809_24_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,54,Man,NA,White,0.25,77,NA,NA,77,76,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
77,2023-08-09T20:52:00Z,2023-08-09T20:59:00Z,1,7,397,24,no,public,20230809_24_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,36,Man,NA,White,0.25,85,NA,NA,85,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
78,2023-08-09T20:52:00Z,2023-08-09T21:01:00Z,1,9,591,24,no,public,20230809_24_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,45,Man,NA,White,0.25,77,NA,NA,77,93,93,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
79,2023-08-09T20:52:00Z,2023-08-09T21:03:00Z,1,11,634,24,yes,public,20230809_24_yes_public,A1,0.5,0.25,0.25,NA,0.25,A2,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,23,Woman,NA,White,NA,NA,67,NA,NA,NA,NA,Yes,1,NA,0.5,NA,0.5,NA,NA,NA,NA
