participant_id,start_date,end_date,batch,duration,qualtrics_duration,group_id,partner_choice,public_private,unique_group_id,participant_role,dg_total,dg_a_gen_transfer,dg_a1_transfer,dg_a2_transfer,dg_payoff,tg_partner_choice,tg_total,tg_c_transfer,tg_c_transfer_x3,tg_c_keep,tg_a_return,tg_payoff,dgtg_payoff,complete,total_bonus,age,gender,gender_7_text,race_ethnicity,dg_a_transfer,dg_a_moral,dg_a1_moral,dg_a2_moral,dg_a_chosen_moral,tg_c_moral,tg_a_moral,believe_real,observability,dg_a_chosen_transfer,dg_a_gen_transfer_ratio,dg_a_transfer_ratio,dg_a1_transfer_ratio,dg_a2_transfer_ratio,dg_a_chosen_transfer_ratio,tg_c_transfer_ratio,tg_a_return_ratio
385,2023-08-09T21:39:00Z,2023-08-09T21:56:00Z,3,17,1001,78,no,public,20230809_78_no_public,A,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,28,Man,NA,White,0.5,100,NA,NA,100,100,100,Yes,1,0.5,1,1,NA,NA,1,1,1.5
386,2023-08-09T21:39:00Z,2023-08-09T22:00:00Z,3,21,1288,87,yes,private,20230809_87_yes_private,C,0.5,NA,0.25,0,0,A1,0.5,0.3,0.9,NA,0.3,0.5,0.5,TRUE,1.1,19,Woman,NA,White,NA,NA,100,19,100,79,69,Yes,0,0.25,NA,NA,0.5,0,0.5,0.6,1
387,2023-08-09T21:39:00Z,2023-08-09T22:18:00Z,3,39,2341,118,yes,private,20230809_118_yes_private,A1,0.5,0.2,0.2,NA,0.3,A1,0.5,0.5,1.5,0,0.5,1,1.3,TRUE,1.9,30,Man,NA,White,NA,NA,83,NA,83,75,77,Yes,0,0.2,0.4,NA,0.4,NA,0.4,1,1
388,2023-08-09T21:39:00Z,2023-08-09T22:30:00Z,3,51,3058,128,yes,private,20230809_128_yes_private,A2,0.5,0.2,NA,0.2,0.3,A2,0.5,0.5,1.5,0,0.5,1,1.3,TRUE,1.9,30,Man,NA,Black or African American,NA,NA,NA,77,77,87,88,Yes,0,0.2,0.4,NA,NA,0.4,0.4,1,1
389,2023-08-09T21:39:00Z,2023-08-09T22:35:00Z,3,56,3358,147,no,private,20230809_147_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,62,Man,NA,Black or African American,0,42,NA,NA,42,NA,NA,Yes,0,0,0,0,NA,NA,0,NA,NA
390,2023-08-09T21:39:00Z,2023-08-09T22:57:00Z,3,78,4625,152,yes,public,20230809_152_yes_public,C,0.5,NA,0.25,0.5,0,A1,0.5,0.2,0.6,NA,0.15,0.45,0.45,TRUE,1.05,49,Man,NA,Asian or Asian American,NA,NA,93,91,93,100,76,Yes,1,0.25,NA,NA,0.5,1,0.5,0.4,0.75
391,2023-08-09T21:40:00Z,2023-08-09T21:51:00Z,3,11,623,75,yes,public,20230809_75_yes_public,B,0.5,NA,0.25,0.5,0.75,NA,0.5,NA,NA,NA,NA,NA,0.75,TRUE,1.35,44,Woman,NA,White,NA,NA,45,94,NA,NA,NA,Yes,1,NA,NA,NA,0.5,1,NA,NA,NA
392,2023-08-09T21:40:00Z,2023-08-09T22:01:00Z,3,21,1263,80,no,public,20230809_80_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.3,0.9,0.2,0.3,0.6,0.85,TRUE,1.45,49,Woman,NA,White,0.25,100,NA,NA,100,100,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.6,1
393,2023-08-09T21:40:00Z,2023-08-09T22:42:00Z,3,62,3716,152,no,private,20230809_152_no_private,C,0.5,0.2,NA,NA,0,NA,0.5,0.3,0.9,NA,0.5,0.7,0.7,TRUE,1.3,50,Woman,NA,White,0.2,81,NA,NA,81,89,84,Yes,0,0.2,0.4,0.4,NA,NA,0.4,0.6,1.666666667
394,2023-08-09T21:42:00Z,2023-08-09T21:55:00Z,3,13,761,78,no,public,20230809_78_no_public,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,50,Man,NA,White,0.5,100,NA,NA,100,100,100,Yes,1,0.5,1,1,NA,NA,1,1,1.5
395,2023-08-09T21:42:00Z,2023-08-09T21:55:00Z,3,13,740,78,yes,private,20230809_78_yes_private,A2,0.5,0,NA,0,0.5,A1,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,35,Man,NA,White,NA,NA,NA,19,NA,NA,NA,No,0,NA,0,NA,NA,0,NA,NA,NA
396,2023-08-09T21:42:00Z,2023-08-09T21:59:00Z,3,17,979,80,yes,public,20230809_80_yes_public,C,0.5,NA,0.25,0.3,0,A1,0.5,0.5,1.5,NA,0.5,0.5,0.5,TRUE,1.1,29,Man,NA,White,NA,NA,100,100,100,100,86,Yes,1,0.25,NA,NA,0.5,0.6,0.5,1,1
397,2023-08-09T21:43:00Z,2023-08-09T21:54:00Z,3,11,663,79,no,private,20230809_79_no_private,B,0.5,0.05,NA,NA,0.05,NA,0.5,NA,NA,NA,NA,NA,0.05,TRUE,0.65,30,Woman,NA,"White,Hispanic/Latino/a/e",0.05,50,NA,NA,50,NA,NA,Yes,0,0.05,0.1,0.1,NA,NA,0.1,NA,NA
398,2023-08-09T21:44:00Z,2023-08-09T21:56:00Z,3,12,744,80,yes,public,20230809_80_yes_public,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.5,1.5,0,0.5,1,1.25,TRUE,1.85,37,Woman,NA,White,NA,NA,50,NA,50,50,50,No,1,0.25,0.5,NA,0.5,NA,0.5,1,1
399,2023-08-09T21:44:00Z,2023-08-09T21:52:00Z,3,8,492,81,no,private,20230809_81_no_private,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,35,Woman,NA,White,0.25,72,NA,NA,72,NA,NA,Yes,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
400,2023-08-09T21:44:00Z,2023-08-09T21:59:00Z,3,15,919,85,no,private,20230809_85_no_private,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.5,0.75,0.75,TRUE,1.35,39,Man,NA,White,0.25,100,NA,NA,100,100,100,Yes,0,0.25,0.5,0.5,NA,NA,0.5,0.5,2
401,2023-08-09T21:44:00Z,2023-08-09T21:58:00Z,3,14,815,86,yes,private,20230809_86_yes_private,C,0.5,NA,0.5,0.5,0,A1,0.5,0.3,0.9,NA,0,0.2,0.2,TRUE,0.8,34,Man,NA,Black or African American,NA,NA,100,100,100,100,23,Yes,0,0.5,NA,NA,1,1,1,0.6,0
402,2023-08-09T21:46:00Z,2023-08-09T21:55:00Z,3,9,557,83,yes,private,20230809_83_yes_private,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.5,1.5,0,0.5,1,1,TRUE,1.6,39,Man,NA,White,NA,NA,65,NA,65,70,39,Yes,0,0.5,1,NA,1,NA,1,1,1
403,2023-08-09T21:46:00Z,2023-08-09T21:53:00Z,4,7,406,81,no,private,20230809_81_no_private,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,42,Woman,NA,White,0.25,75,NA,NA,75,87,79,Yes,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
404,2023-08-09T21:46:00Z,2023-08-09T21:55:00Z,4,9,532,81,no,private,20230809_81_no_private,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,31,Man,NA,White,0.25,100,NA,NA,100,100,100,No,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
405,2023-08-09T21:46:00Z,2023-08-09T21:52:00Z,4,6,350,81,yes,private,20230809_81_yes_private,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.5,1.5,0,1.5,0,0,TRUE,0.6,25,Woman,NA,Asian or Asian American,NA,NA,100,NA,100,100,97,Yes,0,0.5,1,NA,1,NA,1,1,3
406,2023-08-09T21:46:00Z,2023-08-09T21:52:00Z,4,6,347,81,yes,private,20230809_81_yes_private,A2,0.5,0.2,NA,0.2,0.3,A1,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,23,Woman,NA,"White,Hispanic/Latino/a/e",NA,NA,NA,53,NA,NA,NA,No,0,NA,0.4,NA,NA,0.4,NA,NA,NA
407,2023-08-09T21:46:00Z,2023-08-09T21:52:00Z,4,6,368,81,yes,private,20230809_81_yes_private,B,0.5,NA,0.5,0.2,0.7,NA,0.5,NA,NA,NA,NA,NA,0.7,TRUE,1.3,36,Man,NA,Asian or Asian American,NA,NA,100,86,NA,NA,NA,No,0,NA,NA,NA,1,0.4,NA,NA,NA
408,2023-08-09T21:46:00Z,2023-08-09T21:53:00Z,4,7,382,81,yes,private,20230809_81_yes_private,C,0.5,NA,0.5,0.2,0,A1,0.5,0.5,1.5,NA,1.5,1.5,1.5,TRUE,2.1,36,Man,NA,White,NA,NA,58,64,58,75,85,Yes,0,0.5,NA,NA,1,0.4,1,1,3
409,2023-08-09T21:46:00Z,2023-08-09T21:55:00Z,4,9,561,82,no,public,20230809_82_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,64,Man,NA,White,0.25,77,NA,NA,77,78,87,No,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
410,2023-08-09T21:46:00Z,2023-08-09T21:55:00Z,4,9,562,82,no,public,20230809_82_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,50,Woman,NA,White,0.25,100,NA,NA,100,100,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
411,2023-08-09T21:46:00Z,2023-08-09T21:57:00Z,4,11,663,83,no,private,20230809_83_no_private,C,0.5,0,NA,NA,0,NA,0.5,0.1,0.3,NA,0.3,0.7,0.7,TRUE,1.3,36,Man,NA,White,0,26,NA,NA,26,60,99,No,0,0,0,0,NA,NA,0,0.2,3
412,2023-08-09T21:46:00Z,2023-08-09T21:53:00Z,4,7,404,83,yes,private,20230809_83_yes_private,B,0.5,NA,0.5,0.5,1,NA,0.5,NA,NA,NA,NA,NA,1,TRUE,1.6,56,Woman,NA,White,NA,NA,100,100,NA,NA,NA,Yes,0,NA,NA,NA,1,1,NA,NA,NA
413,2023-08-09T21:46:00Z,2023-08-09T21:57:00Z,4,11,654,84,no,public,20230809_84_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.4,0.35,0.6,TRUE,1.2,39,Woman,NA,"Black or African American,White",0.25,62,NA,NA,62,66,66,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1.6
414,2023-08-09T21:46:00Z,2023-08-09T21:56:00Z,4,10,593,84,no,public,20230809_84_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,26,Man,NA,White,0.25,100,NA,NA,100,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
415,2023-08-09T21:46:00Z,2023-08-09T21:57:00Z,4,11,634,84,yes,public,20230809_84_yes_public,A2,0.5,0.15,NA,0.15,0.35,A2,0.5,0.1,0.3,0.4,0.25,0.05,0.4,TRUE,1,39,Woman,NA,White,NA,NA,NA,37,37,56,71,Yes,1,0.15,0.3,NA,NA,0.3,0.3,0.2,2.5
416,2023-08-09T21:46:00Z,2023-08-09T21:56:00Z,4,10,553,84,yes,public,20230809_84_yes_public,B,0.5,NA,0.1,0.15,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,31,Man,NA,Asian or Asian American,NA,NA,79,79,NA,NA,NA,No,1,NA,NA,NA,0.2,0.3,NA,NA,NA
417,2023-08-09T21:47:00Z,2023-08-09T21:57:00Z,4,10,631,82,no,public,20230809_82_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,23,Man,NA,White,0.25,66,NA,NA,66,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
418,2023-08-09T21:47:00Z,2023-08-09T21:55:00Z,4,8,530,83,no,private,20230809_83_no_private,A,0.5,0,NA,NA,0.5,NA,0.5,0.1,0.3,0.4,0.3,0,0.5,TRUE,1.1,59,Woman,NA,Black or African American,0,100,NA,NA,100,100,100,No,0,0,0,0,NA,NA,0,0.2,3
419,2023-08-09T21:47:00Z,2023-08-09T21:55:00Z,4,8,523,83,yes,private,20230809_83_yes_private,A2,0.5,0.5,NA,0.5,0,A1,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,49,Man,NA,White,NA,NA,NA,49,NA,NA,NA,Yes,0,NA,1,NA,NA,1,NA,NA,NA
420,2023-08-09T21:47:00Z,2023-08-09T21:57:00Z,4,10,617,83,yes,private,20230809_83_yes_private,C,0.5,NA,0.5,0.5,0,A1,0.5,0.5,1.5,NA,0.5,0.5,0.5,TRUE,1.1,43,Man,NA,White,NA,NA,99,100,99,99,35,No,0,0.5,NA,NA,1,1,1,1,1
421,2023-08-09T21:47:00Z,2023-08-09T21:56:00Z,4,9,525,84,no,public,20230809_84_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.4,0.65,0.65,TRUE,1.25,33,Man,NA,White,0.25,75,NA,NA,75,74,92,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1.6
422,2023-08-09T21:47:00Z,2023-08-09T21:55:00Z,4,8,483,84,yes,public,20230809_84_yes_public,A1,0.5,0.1,0.1,NA,0.4,A2,0.5,NA,NA,NA,NA,NA,0.4,TRUE,1,47,Man,NA,White,NA,NA,42,NA,NA,NA,NA,Yes,1,NA,0.2,NA,0.2,NA,NA,NA,NA
423,2023-08-09T21:47:00Z,2023-08-09T21:56:00Z,4,9,550,84,yes,public,20230809_84_yes_public,C,0.5,NA,0.1,0.15,0,A2,0.5,0.1,0.3,NA,0.25,0.65,0.65,TRUE,1.25,24,Woman,NA,Hispanic/Latino/a/e,NA,NA,83,84,84,68,58,Yes,1,0.15,NA,NA,0.2,0.3,0.3,0.2,2.5
424,2023-08-09T21:47:00Z,2023-08-09T21:52:00Z,4,5,314,85,no,private,20230809_85_no_private,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,21,Woman,NA,White,0.25,50,NA,NA,50,NA,NA,Yes,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
425,2023-08-09T21:47:00Z,2023-08-09T21:56:00Z,4,9,582,86,no,public,20230809_86_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,68,Woman,NA,White,0.25,64,NA,NA,64,70,74,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
426,2023-08-09T21:47:00Z,2023-08-09T21:58:00Z,4,11,632,86,yes,private,20230809_86_yes_private,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.3,0.9,0.2,0,0.9,0.9,TRUE,1.5,24,Man,NA,White,NA,NA,93,NA,93,94,30,No,0,0.5,1,NA,1,NA,1,0.6,0
427,2023-08-09T21:47:00Z,2023-08-09T21:56:00Z,4,9,546,86,yes,private,20230809_86_yes_private,A2,0.5,0.5,NA,0.5,0,A1,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,56,Man,NA,Asian or Asian American,NA,NA,NA,51,NA,NA,NA,Yes,0,NA,1,NA,NA,1,NA,NA,NA
428,2023-08-09T21:47:00Z,2023-08-09T22:02:00Z,4,15,908,87,yes,private,20230809_87_yes_private,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.3,0.9,0.2,0.3,0.6,0.85,TRUE,1.45,36,Woman,NA,"Asian or Asian American,Hispanic/Latino/a/e",NA,NA,66,NA,66,68,66,Yes,0,0.25,0.5,NA,0.5,NA,0.5,0.6,1
429,2023-08-09T21:47:00Z,2023-08-09T21:58:00Z,4,11,667,88,no,public,20230809_88_no_public,A,0.5,0.2,NA,NA,0.3,NA,0.5,0.3,0.9,0.2,0.2,0.7,1,TRUE,1.6,32,Woman,NA,"White,Hispanic/Latino/a/e",0.2,56,NA,NA,56,49,46,Yes,1,0.2,0.4,0.4,NA,NA,0.4,0.6,0.666666667
430,2023-08-09T21:47:00Z,2023-08-09T21:56:00Z,4,9,556,88,no,public,20230809_88_no_public,B,0.5,0.2,NA,NA,0.2,NA,0.5,NA,NA,NA,NA,NA,0.2,TRUE,0.8,66,Man,NA,White,0.2,52,NA,NA,52,NA,NA,No,1,0.2,0.4,0.4,NA,NA,0.4,NA,NA
431,2023-08-09T21:47:00Z,2023-08-09T21:57:00Z,4,10,651,89,no,private,20230809_89_no_private,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,1.5,1.5,1.5,TRUE,2.1,35,Man,NA,Black or African American,0.5,79,NA,NA,79,82,100,Yes,0,0.5,1,1,NA,NA,1,1,3
432,2023-08-09T21:47:00Z,2023-08-09T21:54:00Z,4,7,429,90,no,public,20230809_90_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,21,Man,NA,"White,Hispanic/Latino/a/e",0.25,69,NA,NA,69,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
433,2023-08-09T21:47:00Z,2023-08-09T21:58:00Z,4,11,675,90,yes,public,20230809_90_yes_public,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,32,Man,NA,White,NA,NA,78,NA,78,92,78,Yes,1,0.25,0.5,NA,0.5,NA,0.5,1,1.5
434,2023-08-09T21:47:00Z,2023-08-09T22:01:00Z,4,14,814,92,no,public,20230809_92_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,65,Woman,NA,White,0.25,82,NA,NA,82,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
435,2023-08-09T21:47:00Z,2023-08-09T22:02:00Z,4,15,868,92,yes,private,20230809_92_yes_private,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,35,Man,NA,Prefer not to disclose,NA,NA,50,NA,NA,NA,NA,No,0,NA,0,NA,0,NA,NA,NA,NA
436,2023-08-09T21:47:00Z,2023-08-09T22:02:00Z,4,15,878,93,no,private,20230809_93_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,33,Woman,NA,White,0,0,NA,NA,0,NA,NA,No,0,0,0,0,NA,NA,0,NA,NA
437,2023-08-09T21:47:00Z,2023-08-09T22:04:00Z,4,17,979,95,no,public,20230809_95_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.5,0.5,0.5,TRUE,1.1,39,Man,NA,White,0.25,58,NA,NA,58,82,65,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1
438,2023-08-09T21:48:00Z,2023-08-09T21:54:00Z,4,6,358,86,no,public,20230809_86_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,25,Woman,NA,White,0.25,100,NA,NA,100,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
439,2023-08-09T21:48:00Z,2023-08-09T21:55:00Z,4,7,430,86,no,public,20230809_86_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,43,Woman,NA,White,0.25,70,NA,NA,70,68,70,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
440,2023-08-09T21:48:00Z,2023-08-09T21:59:00Z,4,11,664,87,yes,private,20230809_87_yes_private,A2,0.5,0,NA,0,0.5,A1,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,32,Man,NA,White,NA,NA,NA,100,NA,NA,NA,No,0,NA,0,NA,NA,0,NA,NA,NA
441,2023-08-09T21:48:00Z,2023-08-09T21:58:00Z,4,10,578,88,no,public,20230809_88_no_public,C,0.5,0.2,NA,NA,0,NA,0.5,0.3,0.9,NA,0.2,0.4,0.4,TRUE,1,23,Woman,NA,Asian or Asian American,0.2,50,NA,NA,50,50,50,Yes,1,0.2,0.4,0.4,NA,NA,0.4,0.6,0.666666667
442,2023-08-09T21:48:00Z,2023-08-09T21:57:00Z,4,9,537,88,yes,public,20230809_88_yes_public,B,0.5,NA,0,0.2,0.2,NA,0.5,NA,NA,NA,NA,NA,0.2,TRUE,0.8,38,Woman,NA,White,NA,NA,45,66,NA,NA,NA,No,1,NA,NA,NA,0,0.4,NA,NA,NA
443,2023-08-09T21:48:00Z,2023-08-09T22:05:00Z,4,17,1004,88,yes,public,20230809_88_yes_public,C,0.5,NA,0,0.2,0,A2,0.5,0.1,0.3,NA,0.1,0.5,0.5,TRUE,1.1,55,Woman,NA,Black or African American,NA,NA,49,50,50,50,50,Yes,1,0.2,NA,NA,0,0.4,0.4,0.2,1
444,2023-08-09T21:48:00Z,2023-08-09T22:00:00Z,4,12,728,89,no,private,20230809_89_no_private,A,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,0,1.5,0,0,TRUE,0.6,41,Woman,NA,White,0.5,90,NA,NA,90,89,89,Yes,0,0.5,1,1,NA,NA,1,1,3
445,2023-08-09T21:48:00Z,2023-08-09T21:56:00Z,4,8,502,89,no,private,20230809_89_no_private,B,0.5,0.5,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,53,Woman,NA,White,0.5,100,NA,NA,100,NA,NA,No,0,0.5,1,1,NA,NA,1,NA,NA
446,2023-08-09T21:48:00Z,2023-08-09T22:01:00Z,4,13,767,89,yes,private,20230809_89_yes_private,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,38,Woman,NA,White,NA,NA,100,NA,100,100,100,Yes,0,0.25,0.5,NA,0.5,NA,0.5,1,1.5
447,2023-08-09T21:48:00Z,2023-08-09T21:57:00Z,4,9,539,90,no,public,20230809_90_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.5,1,1.25,TRUE,1.85,52,Man,NA,White,0.25,100,NA,NA,100,100,56,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1
448,2023-08-09T21:48:00Z,2023-08-09T21:59:00Z,4,11,697,90,yes,public,20230809_90_yes_public,C,0.5,NA,0.25,0.5,0,A1,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,32,Man,NA,White,NA,NA,59,60,59,54,62,Yes,1,0.25,NA,NA,0.5,1,0.5,1,1.5
449,2023-08-09T21:48:00Z,2023-08-09T21:58:00Z,4,10,623,91,no,private,20230809_91_no_private,A,0.5,0.25,NA,NA,0.25,NA,0.5,0,0,0.5,NA,0,0.25,TRUE,0.85,32,Man,NA,White,0.25,89,NA,NA,89,50,50,No,0,0.25,0.5,0.5,NA,NA,0.5,0,NA
450,2023-08-09T21:48:00Z,2023-08-09T21:58:00Z,4,10,596,91,no,private,20230809_91_no_private,C,0.5,0.25,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,39,Woman,NA,White,0.25,77,NA,NA,77,81,81,Yes,0,0.25,0.5,0.5,NA,NA,0.5,0,NA
451,2023-08-09T21:48:00Z,2023-08-09T22:02:00Z,4,14,863,95,no,public,20230809_95_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,59,Woman,NA,White,0.25,87,NA,NA,87,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
452,2023-08-09T21:48:00Z,2023-08-09T22:02:00Z,4,14,814,95,yes,public,20230809_95_yes_public,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.25,0.75,0.25,0.1,0.65,0.9,TRUE,1.5,36,Man,NA,Black or African American,NA,NA,100,NA,100,100,100,No,1,0.25,0.5,NA,0.5,NA,0.5,0.5,0.4
453,2023-08-09T21:48:00Z,2023-08-09T22:01:00Z,4,13,781,96,no,private,20230809_96_no_private,A,0.5,0.3,NA,NA,0.2,NA,0.5,0,0,0.5,NA,0,0.2,TRUE,0.8,62,Woman,NA,White,0.3,61,NA,NA,61,31,50,Yes,0,0.3,0.6,0.6,NA,NA,0.6,0,NA
454,2023-08-09T21:48:00Z,2023-08-09T22:01:00Z,4,13,753,96,no,private,20230809_96_no_private,B,0.5,0.3,NA,NA,0.3,NA,0.5,NA,NA,NA,NA,NA,0.3,TRUE,0.9,52,Woman,NA,Asian or Asian American,0.3,100,NA,NA,100,NA,NA,Yes,0,0.3,0.6,0.6,NA,NA,0.6,NA,NA
455,2023-08-09T21:48:00Z,2023-08-09T22:03:00Z,4,15,919,96,yes,public,20230809_96_yes_public,A2,0.5,0.05,NA,0.05,0.45,A1,0.5,NA,NA,NA,NA,NA,0.45,TRUE,1.05,35,Woman,NA,White,NA,NA,NA,34,NA,NA,NA,No,1,NA,0.1,NA,NA,0.1,NA,NA,NA
456,2023-08-09T21:48:00Z,2023-08-09T22:06:00Z,4,18,1069,97,no,private,20230809_97_no_private,C,0.5,0.1,NA,NA,0,NA,0.5,0.05,0.15,NA,0.1,0.55,0.55,TRUE,1.15,68,Woman,NA,White,0.1,63,NA,NA,63,74,84,No,0,0.1,0.2,0.2,NA,NA,0.2,0.1,2
457,2023-08-09T21:48:00Z,2023-08-09T22:07:00Z,4,19,1119,98,no,public,20230809_98_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.05,0.7,0.95,TRUE,1.55,33,Man,NA,White,0.25,100,NA,NA,100,50,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,0.2
458,2023-08-09T21:48:00Z,2023-08-09T22:11:00Z,4,23,1424,106,no,public,20230809_106_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,50,Man,NA,"Indigenous American or Alaskan Native,White",0.25,100,NA,NA,100,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
459,2023-08-09T21:49:00Z,2023-08-09T21:56:00Z,3,7,397,90,yes,public,20230809_90_yes_public,B,0.5,NA,0.25,0.5,0.75,NA,0.5,NA,NA,NA,NA,NA,0.75,TRUE,1.35,43,Man,NA,White,NA,NA,77,97,NA,NA,NA,Yes,1,NA,NA,NA,0.5,1,NA,NA,NA
460,2023-08-09T21:49:00Z,2023-08-09T22:14:00Z,3,25,1451,120,yes,private,20230809_120_yes_private,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,27,Man,NA,Black or African American,NA,NA,43,NA,NA,NA,NA,Yes,0,NA,0,NA,0,NA,NA,NA,NA
461,2023-08-09T21:49:00Z,2023-08-09T21:56:00Z,4,7,402,87,yes,private,20230809_87_yes_private,B,0.5,NA,0.25,0,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,33,Man,NA,White,NA,NA,100,0,NA,NA,NA,No,0,NA,NA,NA,0.5,0,NA,NA,NA
462,2023-08-09T21:49:00Z,2023-08-09T21:58:00Z,4,9,567,89,yes,private,20230809_89_yes_private,A2,0.5,0,NA,0,0.5,A1,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,40,Man,NA,White,NA,NA,NA,50,NA,NA,NA,No,0,NA,0,NA,NA,0,NA,NA,NA
